no;kdprov;kdkab;nama_perusahaan;alamat;kdprovkab;lblkab;kawasan_fasih;nama_kawasan;kawasan
2987;32;16;BEND.RUTIN KPBC TIPE A BEKASI;KAWASAN INDUSTRI MM2100 JL.SUMATERA BLOK D5 GANDA MEKAR CIKARANG BARAT 17520;3216;[16] BEKASI;Kawasan Industri;MM2100 Industrial Town;Kawasan Industri
2988;32;16;BESINDO,PT;JL.INTI II BLOK C10 NO 10;;;;;Kawasan Industri
2989;32;16;CAHAYA HASIL CEMERLANG MULTI SERVIS DAN KALIBRASI, PT;DELTA SILICON 3 JL.PINANG BLOK F23-15 LIPPO CIKARANG;;;;;Kawasan Industri
2990;32;16;DAIMLER COMMERCIAL VEHICLES MANUFACTURING INDONESIA, PT;JL. ALBASIA UTARA BLOK K1 NO. 10, 11,12,16,17,18,19,20 DELTA SILICON;3216;[16] BEKASI;Kawasan Industri;Lippo Cikarang Industrial Park;Kawasan Industri
2991;32;16;DAYA KOBELCO, PT;JL. HALMAHERA BLOK DD-10;;;;;Kawasan Industri
2992;32;16;DIBAO NEW ENERGY, PT;JL. INTI III BLOK C8/18;3216;[16] BEKASI;Kawasan Industri;Bekasi International Industrial Estate (BIIE);Kawasan Industri
2993;32;16;DUBBS ENERGI TEKNOLOGI, PT;KAWASAN INDUSTRI DELTA SILICON 3 JL JOHAR, F8, 25J, CICAU, CIKARANG PUSAT;3216;[16] BEKASI;Kawasan Industri;Bekasi International Industrial Estate (BIIE);Kawasan Industri
2994;32;16;DWIKARYA , PT;JABABEKA JL. TECHNO3 BLOK E -3G;;;;;Kawasan Industri
2995;32;16;DXM MOULD STEEL INDONESIA;JL. SUNGKAI 1 BLOK F.26 NO.10 KAWASAN INDUSTRI DELTA SILICON 3 LIPPO CIKARANG;3216;[16] BEKASI;Kawasan Industri;Lippo Cikarang Industrial Park;Kawasan Industri
2996;32;16;ELVINCO MED TECH, PT;KAWASAN INDUSTRI JABABEKA III, JL. TEKNO RAYA DP-11D;3216;[16] BEKASI;Kawasan Industri;Kawasan Industri Jababeka;Kawasan Industri
2997;32;16;EONCHEMICALS PUTRA, PT;JL. JABABEKA II BLOK C NO. 22;3216;[16] BEKASI;Kawasan Industri;Kawasan Industri Jababeka;Kawasan Industri
2998;32;16;FAPON BIOINDUSTRIES INDONESIA, PT;DESA JAYAMUKTI KEC CIKARANG PUSAT DELTA SILICON 6;;;;;Kawasan Industri
2999;32;16;FLORA FOOD MANUFACTURING INDONESIA;JABABEKA IX BLOK D1-29;3216;[16] BEKASI;Kawasan Industri;Kawasan Industri Jababeka;Kawasan Industri
3000;32;16;FOODINDO DWIVESTMA, PT;JL. INDUSTRI SELATAN IV BLOK GG NO. 56-5F;3216;[16] BEKASI;Kawasan Industri;Kawasan Industri Jababeka;Kawasan Industri
3001;32;16;FUJI IRONWORKSTEKNOLOGI, PT;JL GREENLAND III, BLOK KK BATAVIA AD 16 KOTA DELTAMAS;3216;[16] BEKASI;Kawasan Industri;Greenland International Industrial Center (GIIC);Kawasan Industri
3002;32;16;GARINDO FOOD INTERNATIONAL, PT;JL. INTI RAYA BLOK C10 NO 12 A;3216;[16] BEKASI;Kawasan Industri;Bekasi International Industrial Estate (BIIE);Kawasan Industri
3003;32;16;GARUDA MEIJI FLOW' [64] MM2100 INDUSTRIAL TOWN BFIE [29300] INDUSTRI SUKU CADANG DAN AKSESORI KENDARAAN BERMOTOR RODA EMPAT ATAU LEBIH 29300 TAMBAHAN JABAR 220725 PRELIST GARUDA MEIJI FLOW';;;;;;Kawasan Industri
3004;32;16;GARUDA METAL UTAMA;JLN MADURA 1 BLOK L16;3216;[16] BEKASI;Kawasan Industri;MM2100 Industrial Town;Kawasan Industri
3005;32;16;GOLD REGENT CRAFTS, PT;JL.TREMBESI CIKARANG PUSAT DELTA SILICON;;;;;Kawasan Industri
3006;32;16;PT GRAND MAJOR PACKAGING INDONESIA;KAWASAN INDUSTRI LIPPO LL BLOK G1-28 B & 28C, CIBATU, CIKARANG SELATAN;3216;[16] BEKASI;Kawasan Industri;Lippo Cikarang Industrial Park;Kawasan Industri
3007;32;16;HANGZHOU TURBINE SERVICES, PT;JLN. KENARI RAYA DELTA SILIKON 6 NO 01 CIKARANG PUSAT;;;;;Kawasan Industri
3008;32;16;HONGMING TRADE INDONESIA, PT;JL CENDANA RAYA BLOK F9 01B DS CICAU CIKARANG PUSAT;3216;[16] BEKASI;Kawasan Industri;Lippo Cikarang Industrial Park;Kawasan Industri
3009;32;16;ILJIN NEW TECHNOLOGY STEEL, PT;JLN. ALBASIA RAYA BLOK K03 NO. 02 KAWASAN DELTA SICON 8 DESA CICAU KECAMATAN CIKARANG PUSAT;3216;[16] BEKASI;Kawasan Industri;Lippo Cikarang Industrial Park;Kawasan Industri
3010;32;16;INDOLAKTO CIKARANG, PT;JL. KRANJI BLOK F-5 NO. 2APUSA;3216;[16] BEKASI;Kawasan Industri;East Jakarta Industrial Park;Kawasan Industri
3011;32;16;INDOTECH KARYA MANDIRI;NAGASARI KAV NO.49 SERANG BARU KITIC;;;;;Kawasan Industri
3012;32;16;INDOWIN INDUSTRIAL INDONESIA;KAWASAN INDUSTRI TERPADU INDONESIA CHINA, KITIC KAV 66A;;;;;Kawasan Industri
3013;32;16;INTI KARYA BAJA LESTARI;DELTAMAS CILAR@NG PUSAT KAVLING 35 GIIC;;;;;Kawasan Industri
3014;32;16;JAVASARI MITRA PRIMA;JL JABABEKA RAYA BLOK Q NO 1;3216;[16] BEKASI;Kawasan Industri;Kawasan Industri Jababeka;Kawasan Industri
3015;32;16;JAYA REFRIGERATION EQUIPMENT;JL JABABEKA RAYA Q NO 1 WANGUNHARJA CIKARANG UTARA;3216;[16] BEKASI;Kawasan Industri;Kawasan Industri Jababeka;Kawasan Industri
3016;32;16;JINGUAN ELECTRIC INDONESIA, PT;CICAU, KEC. CIKARANG PUSAT, KABUPATEN BEKASI, JAWA BARAT 17530;;;;;Kawasan Industri
3017;32;16;JOTUN INDONESIA PLANT 1;JL, IRIAN III, BLOK KK1, KAWASAN INDUSTRI MM2100NO NI;;;;;Kawasan Industri
3018;32;16;KALDEN INDONESIA;JL. JABABEKA 2 NO.28 CIKARANG BLOK C/27, PASIRGOMBONG, KEC. CIKARANG UTARA 17530;3216;[16] BEKASI;Kawasan Industri;Kawasan Industri Jababeka;Kawasan Industri
3019;32;16;KALIBRATOR UJI UTAMA;JALAN JABABEKA;;;;;Kawasan Industri
3020;32;16;PT KARUNIA JASINDO;LIPPO CIKARANG, KAWASAN INDUSTRI DELTA SILICON VIII JL.ABASIA RAYA NO.18 BLOK K3 CICAU KECAMATAN CIKARANG PUSAT KABUPATEN BEKASI JAWA BARAT 17530;3216;[16] BEKASI;Kawasan Industri;Bekasi International Industrial Estate (BIIE);Kawasan Industri
3021;32;16;KBG HOLDINGS CO.,LTD;EJIP CENTER BUILDING, EJIP INDRUSTRIAL PARK PLOT 3A;;;;;Kawasan Industri
3022;32;16;KERTOPATEN KENCANA, PT;JL. SELAYAR V NO. 2 KAWASAN MM2109;3216;[16] BEKASI;Kawasan Industri;MM2100 Industrial Town;Kawasan Industri
3023;32;16;KINGFA SCI AND TECH INDONESIA, PT;JLN. RAMIN V NO G6 17C SD G6 -17 K DWLTA SILICON VL CIBATU CIKARANG PUSAT;;;;;Kawasan Industri
3024;32;16;PT. KAWASAN INDUSTRI TERPADU INDONESIA CHINA;JL. KAWASAN INDUSTRI TERPADU INDONESIA CHINA KAV.35, GIIC-KOTA DELTAMAS (TOL JAKARTA - CIKAMPEK KM.37) INDONESIA;3216;[16] BEKASI;Kawasan Industri;Kawasan Industri Terpadu Indonesia China;Kawasan Industri
3025;32;16;KITO INDONESIA, PT;JL.KENARI RAYA BLOK G2 NO 10A KAWASAN INDUSTRI DELTA SILICON 5 LIPPO CIKARANG;;;Kawasan Industri;Lippo Cikarang Industrial Park;Kawasan Industri
3026;32;16;KOREA HIGHTECH INDONESIA, PT;DELTA SILICON 3. JLN. SUNGKAI I BLOK F26-1AA CIKARANG PUSAT;3216;[16] BEKASI;Kawasan Industri;Lippo Cikarang Industrial Park;Kawasan Industri
3027;32;16;KUEI MENG CHAIN INDONESIA, PT;JALAN KAWASAN INDUSTRI TERPADU INDONESIA CHINA (KITIC) KAVELLING 19-4;3216;[16] BEKASI;Kawasan Industri;Greenland International Industrial Center (GIIC);Kawasan Industri
3028;32;16;LINTAS DIRGA NUSANTARA;JL. SCIENCE TIMUR 3, BLOK B-5H DESA JAYAMUKTI, CIKARANG PUSAT KAB. BEKASI ? JAWA BARAT, 17531 TEL: (62-21) 55 955 845;;;;;Kawasan Industri
3029;32;16;MILLENNIUM INFRAMACH DISTRIBUSI INDONESIA;JABABEKA INDUSTRIAL ESTATE,JL.SCIENCE BOULEVARD BLOK A NO 5B;;;;;Kawasan Industri
3030;32;16;MINEBEA MITSUMI,PT;JL IRIAN BLOK NN MM2100;;;;;Kawasan Industri
3031;32;16;MITRA MAKMUR UTAMA, PT;SUKAMAHI, KEC. CIKARANG PUSAT, KABUPATEN BEKASI, JAWA BARAT 17530;;;;;Kawasan Industri
3032;32;16;MODAGRAFUCS AUTO INDONESIA, PT;JL JABABEKA 1KAV 1E4-5;;;;;Kawasan Industri
3033;32;16;MUFG BANK, LTD;JAKARTA INDUSTRIAL ESTATE PLOT 3A JLN.CISOKAN;;;;;Kawasan Industri
3034;32;16;NAYA CHEMICAL INDUSTRY;KAV 19-5 KAWASAN KITIC;3216;[16] BEKASI;Kawasan Industri;Kawasan Industri Terpadu Indonesia China;Kawasan Industri
3035;32;16;NEOPLATECH IMDONESIA, PT/NEOHYOLIM PLATECH INDONESIA, PT;JLN . SUMBAWA I NO. 3 BLOK A 8;3216;[16] BEKASI;Kawasan Industri;MM2100 Industrial Town;Kawasan Industri
3036;32;16;NOBEL RIGGINDO SAMUDRA;DELTA SILICON 2 JALAN KARET 4, CIBATU, KABUPATEN BEKASI, JAWA BARAT;3216;[16] BEKASI;Kawasan Industri;Lippo Cikarang Industrial Park;Kawasan Industri
3037;32;16;OPTIMA ELEKTRONIK MANUFAKTUR, PT;JL. INDUSTRI SELATAN V NO. 1L BLOK FF;3216;[16] BEKASI;Kawasan Industri;Kawasan Industri Jababeka;Kawasan Industri
3038;32;16;PECCA GEMILANG INDONESIA, PT;DELTA SILICON 3, JL. SUNGKAI TIMUR BLOK F26, CICAU, LIPPO CIKARANG, KABUPATEN BEKASI, JAWA BARAT 17530;3216;[16] BEKASI;Kawasan Industri;Lippo Cikarang Industrial Park;Kawasan Industri
3039;32;16;POLY COLOR PRIMA PERKASA, PT;JL JABABEKA XVIIA BLOK V NO 83B;;;;;Kawasan Industri
3040;32;16;PRIMA SARANA MAKMUR;JL. JABABEKA LL INDUSTRI SELATAN VLLL BLOK EE NO 9 CIKARANG SELATAN;;;;;Kawasan Industri
3041;32;16;PT DAIMOTO INDONESIA;JABABEKA 1.BLOK T1 GH JL.JABABEKA 1V;;;;;Kawasan Industri
3042;32;16;PT GOLDION;;;;;;Kawasan Industri
3043;32;16;LUMOS BUILDING MATERIALS, PT;MM2100 INDUSTRIAL TOWN, JL. SULAWESI II BLOK F5, GANDAMEKAR, KEC. CIKARANG BAR., KABUPATEN BEKASI, CIKARANG, JAWA BARAT 17520;3216;[16] BEKASI;Kawasan Industri;MM2100 Industrial Town;Kawasan Industri
3044;32;16;PT MITSUBA PIPE PART;KAWASAN INDUSTRI MM2100, BLOK NN 12, JATIWANGI CIKARANG BARAT KAB BEKASI;;;;;Kawasan Industri
3045;32;16;SHENGLI MACHINERY MANUFACTURING, PT;JL CIUJUNG PLOT 9D, SUKARESMI, CIKARANG SELATAN, JAWA BARAT;3216;[16] BEKASI;Kawasan Industri;East Jakarta Industrial Park;Kawasan Industri
3046;32;16;PT SMC AUTOMATION INDONESIA;EJIP PLOT 6 J NO. 1,SUKARESMI, CIKARANG SELATAN;3216;[16] BEKASI;Kawasan Industri;East Jakarta Industrial Park;Kawasan Industri
3047;32;16;PT SPININDO MITRADAYA;KAWASAN INDUSTRIAL EJIP, JL CISOKAN NOMOR : PLOT 8M-1 KEL. SUKARESMI KEC. CIKARANG SELATAN KAB. BEKASI JAWA BARAT;;;;;Kawasan Industri
3048;32;16;PT UNITED STEEL CENTER PLAN CIBITUNG USC;JL. SULAWESI 1 BLOK H-4-1 KAWASAN INDUSTRI MM2100;;;;;Kawasan Industri
3049;32;16;PT. ANGKASA PURA LOGISTIK;KAWASAN INDUSTRI DAN PERGUDANGAN MARUNDA CENTER BLOK E NO 59 SAGARA MAKMUR TARUMAJAYA KABUPATEN BEKASI JAWA BARAT 17211;;;;;Kawasan Industri
3050;32;16;PT. ARTHA MEGA SERINDO KONSTRUKSI;KAWASAN INDUSTRI DAN PERGUDANGAN MARUNDA CENTER BLOK E NO 6 DESA SAGARA MAKMUR TARUMAJAYA KABUPATEN BEKASI JAWA BARAT 17211;;;;;Kawasan Industri
3051;32;16;PT. BANK MANDIRI ( PERSERO ) TBK;KAWASAN INDUSTRI MM2100, JL KALIMANTAN BLOK B2 GANDA MEKAR;;;;;Kawasan Industri
3052;32;16;PT. BERKAH SAWIT NUSANTARA;KAWASAN INDUSTRI DAN PERGUDANGAN MARUNDA CENTER BLOK H1 NO.1 JLN MARUNDA MAKMUR SAGARA MAKMUR TARUMAJAYA KABUPATEN BEKASI JAWA BARAT 17211;;;;;Kawasan Industri
3053;32;16;PT. CAHAYA KALIMAS UTAMA;JL ARU BLOK L NO 1, KAWASAN INDUSTRI MM2100;;;;;Kawasan Industri
3054;32;16;PT. CAHAYA SAMOEDRA BERSAUDARA;KAWASAN INDUSTRI DAN PERGUDANGAN MARUNDA CENTER BLOK P NO 3 DESA SAGARA MAKMUR TARUMAJAYA KABUPATEN BEKASI JAWA BARAT 17211;;;;;Kawasan Industri
3055;32;16;PT. CEMERLANG MANDIRI ABADI;KAWASAN INDUSTRI DAN PERGUDANGAN MARUNDA CENTER BLOK L NO 3 DESA SAGARA MAKMUR TARUMAJAYA KABUPATEN BEKASI JAWA BARAT 17211;3216;[16] BEKASI;Kawasan Industri;Greenland International Industrial Center 2 (GIIC 2);Kawasan Industri
3056;32;16;PT. CHANDRA PURNALAND (#236);KAWASAN INDUSTRI CENTRAL CIKARANG INDUSTRIAL PARK. DESA CICAU CIKARANG PUSAT KAB BEKASI;;;;;Kawasan Industri
3057;32;16;PT. DAISEI LOG INDONESIA;KAWASAN GIIC BLOK CJ 1 NO. 9;3216;[16] BEKASI;Kawasan Industri;Greenland International Industrial Center (GIIC);Kawasan Industri
3058;32;16;PT. EAST JAKARTA INDUSTRIAL PARK (#47);EJIP INDUSTRIAL PARK, JALAN CISOKAN 1 PLOT 3A;3216;[16] BEKASI;Kawasan Industri;East Jakarta Industrial Park;Kawasan Industri
3059;32;16;PT. EQUIPINDO PERKASA;KAWASAN INDUSTRI DAN PERGUDANGAN MARUNDA CENTER BLOK A3 NO 6-12 JLN MARUNDA MAKMUR, SAGARA MAKMUR TARUMAJAYA KABUPATEN BEKASI JAWA BARAT 17211;;;;;Kawasan Industri
3060;32;16;PT. ESR INDONESIA PROPERTIES ONE;JL. CEMPAKA RAYA DESA PASIRRANJI KEC. CIKARANG PUSAT;;;;;Kawasan Industri
3061;32;16;PT. FAJAR BAHARI NUSANTARA;JL. KAWASAN MARUNDA CENTER, SAGARA MAKMUR, KEC. TARUMAJAYA, KABUPATEN BEKASI, JAWA BARAT 17212;3216;[16] BEKASI;Kawasan Industri;Kawasan Industri Marunda Center;Kawasan Industri
3062;32;16;PT. GARUDA NUSANTARA STEEL;KAWASAN INDUSTRI DAN PERGUDANGAN MARUNDA CENTER BLOK I-10 DESA SAGARA MAKMUR;3216;[16] BEKASI;Kawasan Industri;Kawasan Industri Marunda Center;Kawasan Industri
3063;32;16;PT. GIVAUDAN INDONESIA;KAWASAN GIIC DS.NAGASARI, KEC. SERANG BARU;3216;[16] BEKASI;Kawasan Industri;Kawasan Industri Terpadu Indonesia China;Kawasan Industri
3064;32;16;PT. GLOBAL CHEMINDO MEGATRADING;KAWASAN DELTAMAS GIIC BLOK BB NO.05A, SUKAMAHI, KEC. CIKARANG PUSAT, KABUPATEN BEKASI, JAWA BARAT 17530;;;;;Kawasan Industri
3065;32;16;PT. GLOBAL DIGITAL NIAGA;KAWASAN INDUSTRI DAN PERGUDANGAN MARUNDA CENTER BLOK V NO.1 DESA PANTAI MAKMUR TARUMAJAYA KABUPATEN BEKASI JAWA BARAT 17212;;;;;Kawasan Industri
3066;32;16;PT. GUNA TESUMA INTERNATIONAL;KAWASAN INDUSTRI DAN PERGUDANGAN MARUNDA CENTER BLOK I NO 12A;;;;;Kawasan Industri
3067;32;16;PT. HARMONI NUSA RAYA;KAWASAN INDUSTRI DAN PERGUDANGAN MARUNDA CENTER BLOK P NO. 2 SAGARA MAKMUR TARUMAJAYA KABUPATEN BEKASI JAWA BARAT 17211;;;;;Kawasan Industri
3068;32;16;PT. HEAVY EQUIPMENT SINOGROUP;KAWASAN INDUSTRI DAN PERGUDANGAN MARUNDA CENTER BLOK F12/B SAGARA MAKMUR TARUMAJAYA KABUPATEN BEKASI JAWA BARAT 17212;;;;;Kawasan Industri
3069;32;16;PT. HLN RUBBER JAKARTA;KAWASAN INDUSTRI PLOT 3A. JLN CISOKAN 1 CIKARANG SELATAN BEKASI 17530;3216;[16] BEKASI;Kawasan Industri;Lippo Cikarang Industrial Park;Kawasan Industri
3070;32;16;PT. IGAS UTAMA;JL JAWA BLOK M-32-1 KAWASAN INDUSTRI MM2100 JL JAWA BLOK M-32-1 KAWASAN INDUSTRI MM210;;;;;Kawasan Industri
3071;32;16;PT. INDOFRESH;KAWASAN INDUSTRI DAN PERGUDANGAN MARUNDA CENTER BLOK E NO 34 DESA SAGARA MAKMUR TARUMAJAYA KABUPATEN BEKASI JAWA BARAT 17211;;;;;Kawasan Industri
3072;32;16;PT. INDOINTERNET TBK;;;;;;Kawasan Industri
3073;32;16;PT. INDONESIA TECHNICAL MACHINERY;KAWASAN INDUSTRI DAN PERGUDANGAN MARUNDA CENTER BLOK S NO.16 SAGARA MAKMUR TARUMAJAYA KABUPATEN BEKASI JAWA BARAT 17211;;;;;Kawasan Industri
3074;32;16;PT. INTERASIA;KAWASAN MARUNDA CENTER BLOK E NO.57;3216;[16] BEKASI;Kawasan Industri;Kawasan Industri Marunda Center;Kawasan Industri
3075;32;16;PT. INTI LINGGA SUKSES;KAWASAN MARUNDA CENTER NO 12;3216;[16] BEKASI;Kawasan Industri;Kawasan Industri Marunda Center;Kawasan Industri
3076;32;16;PT. JAYA INTI PERSADA;KAWASAN MARUNDA CENTER BLOK L NO.7;3216;[16] BEKASI;Kawasan Industri;Kawasan Industri Marunda Center;Kawasan Industri
3077;32;16;PT. JAYANTARA SETIA SEJAHTERA;KAWASAN MARUNDA CENTER BLOK R1 NO.7;3216;[16] BEKASI;Kawasan Industri;Kawasan Industri Marunda Center;Kawasan Industri
3078;32;16;PT. JIMSHONEY INDONESIA PRATAMA;KAWASAN MARUNDA CENTER JL.SAGARA MAKMUR BLOK S NO.15;3216;[16] BEKASI;Kawasan Industri;Kawasan Industri Marunda Center;Kawasan Industri
3079;32;16;PT. KURNIADI PERDANA GRAHA;KAWASAN INDUSTRI MARUNDA CENTER BLOK B;;;;;Kawasan Industri
3080;32;16;PT. LANCAR INDOTAMA MANDIRI;KAWASAN MARUNDA CENTER, DESA PANTAI MAKMUR;;;;;Kawasan Industri
3081;32;16;PT. LANCAR JAYA MULIA;KAWASAN MARUNDA CENTER BLOK 1 NO.8;;;;;Kawasan Industri
3082;32;16;PT. LINDA HARTA WIJAYA;KAWASAN MARUNDA CENTER BLOK A NO.15;;;;;Kawasan Industri
3083;32;16;PT. LINTAS BUANA EKSPRESS;KAWASAN MARUNDA CENTER BLOK B NO 1-41;;;;;Kawasan Industri
3084;32;16;PT. LIPPO CIKARANG TBK (#93);EASTON COMMERCIAL CENTRE, JALAN GUNUNG PANDERMAN KAV. 05, LIPPO CIKARANG, DESA CIBATU, KECAMATAN CIKARANG SELATAN;3216;[16] BEKASI;Kawasan Industri;Lippo Cikarang Industrial Park;Kawasan Industri
3085;32;16;PT. LOHMUN INDONESIA;KAWASAN MARUNDA CENTER BLOK B NO.51;3216;[16] BEKASI;Kawasan Industri;Kawasan Industri Marunda Center;Kawasan Industri
3086;32;16;PT. MEGADUTA ARTHA MEGAH;KAWASAN INDUSTRI DAN PERGUDANGAN MARUNDA CENTER BLOK I NO 3 DESA PANTAI MAKMUR TARUMAJAYA KABUPATEN BEKASI JAWA BARAT 17212;;;;;Kawasan Industri
3087;32;16;PT. MITSUBISHI LOGISTICS INDONESIA;JL. BLOK G KAWASAN INDUSTRI MM2100 GANDAMEKAR KECAMATAN CIKARANG BARAT;3216;[16] BEKASI;Kawasan Industri;MM2100 Industrial Town;Kawasan Industri
3088;32;16;PT. NAYUE BIOTECH INDONESIA;KAWASAN GIIC, DELTAMAS, JL. CIBENDA RAYA BLOK AF NO 5&5A, CICAU, SERANG BARU, BEKASI REGENCY, WEST JAVA 17330;;;;;Kawasan Industri
3089;32;16;PT. NIPPON KONPO INDONESIA;IIC BLOK DJ/1, DESA SUKAMUKTI, KECAMATAN CIKARANG PUSAT, KOTA DELTAMAS;;;;;Kawasan Industri
3090;32;16;PT. NX LOGISTICS;GOBEL INDUSTRIAL ESTATE JL. TEUKU UMAR KM. 44 DESA TELAGA ASIH;3216;[16] BEKASI;Kawasan Industri;Kawasan Industri Gobel;Kawasan Industri
3091;32;16;PT. ORSON INDONESIA;KAWASAN INDUSTRI DAN PERGUDANGAN MARUNDA CENTER JL.MARUNDA MAKMUR BLOK B18 NO.39-40 SAGARA MAKMUR TARUMAJAYA KABUPATEN BEKASI JAWA BARAT 17211;3216;[16] BEKASI;Kawasan Industri;Kawasan Industri Marunda Center;Kawasan Industri
3092;32;16;PT. PAN EKSPRES INTERNATIONAL;KAWASAN INDUSTRI DAN PERGUDANGAN MARUNDA CENTER JL.MARUNDA MAKMUR BLOK B NO.1 DAN BLOK B 41-46 SAGARA MAKMUR TARUMAJAYA KABUPATEN BEKASI JAWA BARAT 17211;;;;;Kawasan Industri
3093;32;16;PT. PANCA KUSUMA RAYA;;;;;;Kawasan Industri
3094;32;16;PT. PELAYARAN CARAKA TIRTA;KAWASAN INDUSTRI DAN PERGUDANGAN MARUNDA CENTER BLOK P 23 JLN.MARUNDA MAKMUR, SAGARA MAKMUR TARUMAJAYA KABUPATEN BEKASI JAWA BARAT 17211;;;;;Kawasan Industri
3095;32;16;PT. POS INDONESIA;KAWASAN INDUSTRI MM2100 JL SUMATERA D4 KAB BEKASI BEKASI;3216;[16] BEKASI;Kawasan Industri;MM2100 Industrial Town;Kawasan Industri
3096;32;16;PT. PRATIWI PRIMA BAJA;KAWASAN INDUSTRI DAN PERGUDANGAN MARUNDA CENTER JL MARUNDA MAKMUR SAGARA MAKMUR TARUMAJAYA KABUPATEN BEKASI JAWA BARAT 17211;;;;;Kawasan Industri
3097;32;16;PT. SAIC INTERNATIONAL INDONESIA;KAWASAN GIIC BLOK BA NO.1 SUKAMAHI, CIKARANG PUSAT;;;;;Kawasan Industri
3098;32;16;PT. SAMUDRA EXPRESS;KAWASAN MARUNDA CENTER BLOK B;3216;[16] BEKASI;Kawasan Industri;Kawasan Industri Marunda Center;Kawasan Industri
3099;32;16;PT. SANGHIANG PERKASA;KAWASAN INDUSTRI JABABEKA, JL. SCIENCE BOULEVARD E PHASE V, SERTAJAYA, KEC. CIKARANG TIM., KABUPATEN BEKASI, JAWA BARAT 17530;;;;;Kawasan Industri
3100;32;16;SATRIA MANUNGGAL PETROLINDO, PT;JL.SUMATERA BLOK C KAWASAN MM2100;3216;[16] BEKASI;Kawasan Industri;MM2100 Industrial Town;Kawasan Industri
3101;32;16;PT. SAYAP BIRU EKSPRES INDONESIA (OCS);EJIP CENTER,PARK PLOT 3A DESA SUKARESMI, CIKARANG SELATAN;3216;[16] BEKASI;Kawasan Industri;East Jakarta Industrial Park;Kawasan Industri
3102;32;16;PT. SCHENKER PETROLOG UTAMA;JL. MARUNDA CENTER BLOK F;3216;[16] BEKASI;Kawasan Industri;Kawasan Industri Marunda Center;Kawasan Industri
3103;32;16;PT. SDL DUTA KARGO;JL. MARUNDA CENTER BLOK F;3216;[16] BEKASI;Kawasan Industri;Kawasan Industri Marunda Center;Kawasan Industri
3104;32;16;PT. SECOM INDONESIA;EJIP CENTER LANTAI 1, SUKARESMI, CIKARANG SELATAN, JAWA BARAT;;;;;Kawasan Industri
3105;32;16;PT. SINARAN PERMATA NASIONAL;KAWASAN INDUSTRI DAN PERGUDANGAN MARUNDA CENTER BLOK S NO. 5;;;;;Kawasan Industri
3106;32;16;PT. SPININDO BINA PERSADA;KAWASAN INDUSTRI EJIP, JL CISOKAN 1 PLOT 3A, SUKARESMI, CIKARANG SELATAN, JAWA BARAT;;;;;Kawasan Industri
3107;32;16;PT. SUMBER ROSO AGROMAKMUR;;;;;;Kawasan Industri
3108;32;16;PT. SUMBER UTAMA MANDIRI ABADI;KAWASAN MARUNDA CENTER BLOK P. /17;;;;;Kawasan Industri
3109;32;16;PT. SUNRISE INDONESIA;JL JAWA;;;;;Kawasan Industri
3110;32;16;PT. TAKENAKA INDONESIA;;;;;;Kawasan Industri
3111;32;16;PT. TOKYU CONSTRUCTION INDONESIA;;;;;;Kawasan Industri
3112;32;16;PT. TORRECID INDONESIA;;;;;;Kawasan Industri
3113;32;16;PT. TUFFIADI SEMESTA;MARUNDA CENTER BLOK B NO. 26, SEGARA MAKMUR, TARUMAJAYA, KAB. BEKASI, JAWA BARAT;3216;[16] BEKASI;Kawasan Industri;Kawasan Industri Marunda Center;Kawasan Industri
3114;32;16;PT. VISITA JAYA PERKASA;JL. MARUNDA CENTER BLOK F;;;;;Kawasan Industri
3115;32;16;PT. WINSON EXPRESS TRANSINDO;KAWASAN MARUNDA CENTER BLOK G;;;;;Kawasan Industri
3116;32;16;PT. WOOIN;JL. IRIAN BLOK MM, JATIWANGI;3216;[16] BEKASI;Kawasan Industri;MM2100 Industrial Town;Kawasan Industri
3117;32;16;PT. YADEA MANUFAKTUR KENDARAAN LISTRIK;ESR CIKARANG LOGISTICS PARK 2 - BLOCK 1, JL. ANGGREK I KAV. 67,68,69, & 75 KAWASAN GIIC (GREENLAND INTERNATIONAL INDUSTRIAL CENTER), DESA/KELURAHAN NAGASARI, KEC. SERANG BARU, KAB. BEKASI, PROVINSI JAWA BARAT, KODE POS: 17330;3216;[16] BEKASI;Kawasan Industri;Kawasan Industri Terpadu Indonesia China;Kawasan Industri
3118;32;16;PT. YUTAKA MANUFACTURING INDONESIA;JL HALMAHERA BLOK EE NO 1.MM2100;3216;[16] BEKASI;Kawasan Industri;MM2100 Industrial Town;Kawasan Industri
3119;32;16;PYO JOON MOLD INDONESIA;KAWASAN INDUSTRI JABABEKA BLOK RR NO. 10A;3216;[16] BEKASI;Kawasan Industri;Kawasan Industri Jababeka;Kawasan Industri
3120;32;16;RICH INDONESIA, PT;JL. JABABEKA XVII BLOK U 19 H;3216;[16] BEKASI;Kawasan Industri;Kawasan Industri Jababeka;Kawasan Industri
3121;32;16;SAMJIN POLYTECH INDONESIA, PT;JL.BERINGIN NO.5 BLOK F15 DELTA SILICON 2;3216;[16] BEKASI;Kawasan Industri;Lippo Cikarang Industrial Park;Kawasan Industri
3122;32;16;SANJAYA INTERNASIONAL FISHERY;JL. TEKNO RAYA BLOK A - 5, PASIRGOMBONG, KEC. CIKARANG UTARA, KABUPATEN BEKASI, JAWA BARAT 17835;;;;;Kawasan Industri
