no;kdprov;kdkab;nama_perusahaan;alamat;kdprovkab;lblkab;kawasan_fasih;nama_kawasan;kawasan
645;21;71;PT EVER POWER STAINLESS HARDWARE INDONESIA;JL. AHMAD YANI, PANBIL INDUSTRIAL ESTATE FACTORY TYPE A LOT 01, MUKA KUNING - BATAM;;;;;Kawasan Industri
646;21;71;STGM INDUSTRI MANUFAKTUR;KAWASAN INDUSTRI TUNAS PRIMA BLOK B1 NOMOR 5, 6, 7 DAN 8;;;;;Kawasan Industri
647;21;71;OPLUS BIOTECHNOLOGIES INDONESIA;KAWASAN INDUSTRI TUNAS KABIL TYPE 3A;;;;;Kawasan Industri
648;21;71;IUNNDS SPORTS INDONESIA;KAWASAN INDUSTRI TUNAS KABIL TYPE - 2 D;;;;;Kawasan Industri
649;21;71;SHENGYUE INDUSTRY INDONESIA;KAWASAN INDUSTRI KABIL TYPE 4 -E & F;;;;;Kawasan Industri
650;21;71;CALLIDUS PROCESS SOLUTIONS;JALAN HANG KESTURI I KAVLING A/26, KAWASAN INDUSTRI TERPADU KABIL;;;;;Kawasan Industri
651;21;71;QUAM BONOMI CONTROLS;JL. RAJA ISA KAWASAN INDUSTRI TUNAS GD TYPE 9-A TUNAS BIZPARK;;;;;Kawasan Industri
652;21;71;CYCRAFT TECHNOLOGY INDONESIA, PT;;;;;;Kawasan Industri
653;21;71;JUTAM READYMIX,PT;KAWASAN INDUSTRI SEKUPANG KAV.8;;;;;Kawasan Industri
654;21;71;PT KABIL INDONUSA ESTATE;JL. HANG KESTURI KM.4, KABIL, DESA/KELURAHAN BATU BESAR, KEC. NONGSA, KOTA BATAM, PROVINSI KEPULAUAN RIAU;;;;;Kawasan Industri
655;21;71;WOHLRAB INDONESIA, PT;JALAN BERINGIN LOT 12, BATAMINDO INDUSTRIAL PARK;2171;[71] B A T A M;Kawasan Industri;Batamindo Industrial Park;Kawasan Industri
656;21;71;VARTA MICROBATTERY INDONESIA, PT;;;;;;Kawasan Industri
657;21;71;YEAKIN PLASTIK INDUSTRI, PT;JL.GAHARU LOT 20;;;;;Kawasan Industri
658;21;71;NOK PRECISION COMPONENT BATA;JL. GAHARU LOT 101-102 BIP;2171;[71] B A T A M;Kawasan Ekonomi Khusus;Galang Batang;Kawasan Ekonomi Khusus
659;21;71;HONFOONG PLASTIC INDUSTRIES, PT;;;;;;Kawasan Industri
660;21;71;COMPLETION PRODUCTS INDONESIA PT;JL. GAHARU LOT 228 BIP MUKA KUNING;;;;;Kawasan Industri
661;21;71;GRACE SOLUTION, PT;;;;;;Kawasan Industri
662;21;71;UWATEC BATAM, PT;JALAN BUNGUR LOT 294 DAN JALAN KENANGA LOT 258 BATAMINDO INDUSTRIAL PARK, MUKA KUNING;2171;[71] B A T A M;Kawasan Industri;Batamindo Industrial Park;Kawasan Industri
663;21;71;ASIATECH MANUFACTURING INDONESIA, PT;JL. KENANGA LOT. 289 BATAMINDO INDUSTRI PARK;;;;;Kawasan Industri
664;21;71;ALTECO CHEMICAL INDONESIA, PT;JL ANGSANA LOT 286 & 287 BIP MUKAKUNING BATAM;2171;[71] B A T A M;Kawasan Industri;Batamindo Industrial Park;Kawasan Industri
665;21;71;VMC FISHING TACKLE INDONESIA;JL. ANGSANA LOT 282 BATAMINDO INDUSTRIAL PARK;;;;;Kawasan Industri
666;21;71;CICOR PANATEC, PT;;;;;;Kawasan Industri
667;21;71;SANIPAK INDONESIA, PT;;;;;;Kawasan Industri
668;21;71;VALEO AC INDONESIA, PT;;;;;;Kawasan Industri
669;21;71;KEMET ELECTRONICS INDONESIA, PT;;;;;;Kawasan Industri
670;21;71;SCHNEIDER MANUFACTURING BATAM, PT;JL. BERINGIN LOT 4 BIP;;;;;Kawasan Industri
671;21;71;INTRICON INDONESIA, PT;JL BERINGIN LOT 311 BATAMINDO;2171;[71] B A T A M;Kawasan Industri;Batamindo Industrial Park;Kawasan Industri
672;21;71;PT NUSATAMA PROPERTA PANBIL;PANBIL RESIDENCE APARTMENT, 5TH FLOOR, JL. AHMAD YANI, MUKA KUNING, KEC. SEI BEDUK, KOTA BATAM, KEPULAUAN RIAU 29443;;;;;Kawasan Industri
673;21;71;JP TECHNOLOGY, PT;KAWASAN INDUSTRI PANBIL INDUSTRIAL ESTATE FACTORY B3 LOT 2, JL. AHMAD YANI MUKA KUNING;2171;[71] B A T A M;Kawasan Industri;Panbil Industrial Estate;Kawasan Industri
674;21;71;SUNNINGDALE TECH BATAM, PT;PANBIL INDUSTRIAL ESTATE, FACTORY B2 LOT 08-09, JALAN AHMAD YANI;2171;[71] B A T A M;Kawasan Industri;Batamindo Industrial Park;Kawasan Industri
675;21;71;WIN WIN RUBBER TECH, PT;PANBIL INDUSTRIAL ESTATE BLOK B2A LOT 3A DAN LOT 8 MUKA KUNING;2171;[71] B A T A M;Kawasan Industri;Panbil Industrial Estate;Kawasan Industri
676;21;71;NATURAL ALTOVIRA, PT;;;;;;Kawasan Industri
677;21;71;HT. MANUFACTURING, PT;PANBIL INDUSTRIAL ESTATE FACTORY B2 LOT 10;2171;[71] B A T A M;Kawasan Industri;Panbil Industrial Estate;Kawasan Industri
678;21;71;NITTOH BATAM, PT;JL. AHMAD YANI B2 LOT 1 DAN 2;2171;[71] B A T A M;Kawasan Industri;Panbil Industrial Estate;Kawasan Industri
679;21;71;GREENTECH GLOBALINDO, PT;;;;;;Kawasan Industri
680;21;71;PT. THREE CAST INDONESIA;PANBIL INDUSTRIAL ESTATE FACTORY TYPE B2 LOT 6 MUKA KUNING,SUNGAI BEDUK BATAM, KOTA BATAM, PROVINSI KEPULAUAN RIAU;;;;;Kawasan Industri
681;21;71;JAMES PRODUCTS COMPANY, PT;;;;;;Kawasan Industri
682;21;71;ROYCE ENTERPRISE CO, PT;TAIWAN INTERNATIONAL PARK, JALAN HANG KESTURI LOT B1-4, B37, B38, B73, B74, KEL. KABIL. KAC. NONGSA;;;;;Kawasan Industri
683;21;71;PT HIJRAH KARYA MANDIRI (#106);;;;;;Kawasan Industri
684;21;71;BINGAS MANUFACTURE;;;;;;Kawasan Industri
685;21;71;AMTEK ENGINEERING BATAM, PT;BLOCK E, NO. 1, JLN. LETJEN SOEPRAPTO CAMMO IND PARK, BATAM CENTRE 29432, INDONESIA;;;;;Kawasan Industri
686;21;71;AUSTIN ENGINEERING INDONESIA;;;;;;Kawasan Industri
687;21;71;EMI INTERNATIONAL, PT;;;;;;Kawasan Industri
688;21;71;PRATAMA ENGINEERING SUPPLIES, PT;;;;;;Kawasan Industri
689;21;71;LANCANG KUNING SUKSES, PT;;;;;;Kawasan Industri
690;21;71;AMPWAY STATIONERY MANUFACTURING, PT;;;;;;Kawasan Industri
691;21;71;TOP FOAM BATAM, PT;;;;;;Kawasan Industri
692;21;71;OCTAGON PRECISION INDONESIA, PT;TUNAS BIZPARK INDUSTRIAL ESTATE TYPE B NO. 10;2171;[71] B A T A M;Kawasan Industri;Tunas Industrial Estate;Kawasan Industri
693;21;71;ADVANCED PACKAGING SOLUTION, PT;BATAM;;;;;Kawasan Industri
694;21;71;WORN 2 WIN, PT;;;;;;Kawasan Industri
695;21;71;MANDIRI GIFHA NUSANTARA , PT;KAWASAN SARAN INDUSTRIAL POINT BLOK D NO. 1-2;;;;;Kawasan Industri
696;21;71;SAFEMAN GARMENT BATAM, PT;;;;;;Kawasan Industri
697;21;71;PRADANA INDAH SEJAHTERA, PT;;;;;;Kawasan Industri
698;21;71;SUBSEA SERVICES INDONESIA PT;EXECUTIVE INDUSTRIAL PARK BLOK A1 NO. 2;;;;;Kawasan Industri
699;21;71;PLASMOTECH BATAM, PT;;;;;;Kawasan Industri
700;21;71;GLOBAL RISING TECHNOLOGIES PERKASA, PT;EXECUTIVE INDUSTRIAL PARD BLOK D3 NO. 12B & 15 BATAM CENTRE;2171;[71] B A T A M;Kawasan Industri;Executive Industrial Park;Kawasan Industri
701;21;71;DUTA MUTLI KARYA, PT;;;;;;Kawasan Industri
702;21;71;PT. TELUK PANTAIAN INDAH (#107);;;;;;Kawasan Industri
703;21;71;INLINE FLOW SPECIALTY, PT;;;;;;Kawasan Industri
704;21;71;PRIMA NIAGA INDOMAS, PT;;;;;;Kawasan Industri
705;21;71;ACEPLAS INDONESIA, PT;EXECUTIVE INDUSTRIAL PARK, BLOK C2 NO.15;2171;[71] B A T A M;Kawasan Industri;Executive Industrial Park;Kawasan Industri
706;21;71;PT BUMIABADI TEGARSAKTI;JL RAJA ISA KAWASAN EXECUTIVE INDUSTRIAL PARK BLOK I NO 1;;;;;Kawasan Industri
707;21;71;SINYOTAMA INDUSTRI, PT;;;;;;Kawasan Industri
708;21;71;METAL BATAM, PT;;;;;;Kawasan Industri
709;21;71;T.H.G. ENGINEERING INDONESIA;;;;;;Kawasan Industri
710;21;71;I-TECH GENERAL ENGINEERING, PT;;;;;;Kawasan Industri
711;21;71;TOP BAKER, PT;TUNAS INDUSTRIAL ESTATE BLOK 6E;;;;;Kawasan Industri
712;21;71;PT. YINGMEI INDOTOBACCO INTERNATIONAL;JL. RAJA ISA, KAWASAN INDUSTRIAL TUNAS TYPE 5A & 5B, BELIAN, BATAM KOTA, BATAM CITY, RIAU ISLANDS 29464;;;;;Kawasan Industri
713;21;71;HASSANI CAN PACKAGING, PT;;;;;;Kawasan Industri
714;21;71;CROWN HEADWEAR AND KNITTING MILL, PT;;;;;;Kawasan Industri
715;21;71;MILLION BUILT, PT;;;;;;Kawasan Industri
716;21;71;TRANSCAL SUNTECH INTERNASIONAL, PT;;;;;;Kawasan Industri
717;21;71;PT. CIGARETTE MACHINE EQUIPMENT AND SERVICE COMPANY;KAWASAN INDUSTRI TUNAS 2 TYPE 5C;;;;;Kawasan Industri
718;21;71;PT.GUI HUANG SHENG INTERNASIONAL;KAWASAN INDUSTRI TUNAS BIZPARK BLOK D NO. 20;;;;;Kawasan Industri
719;21;71;JUTAM READYMIX CONCRETE, PT;KAWASAN INDUSTRI SKP KAV 8;;;;;Kawasan Industri
720;21;71;INDOMARCO ADI PRIMA, PT;;;;;;Kawasan Industri
721;21;71;PCI ELEKTRONIK INTERNASIONAL, PT;;;;;;Kawasan Industri
722;21;71;TAI CHENG DEVELOPMENT, PT;KAWASAN INDUSTRI SEKUPANG KAV. 5 BATAM;;;;;Kawasan Industri
723;21;71;MARINE CADCAM INDONESIA PT;KAWASAN INDUSTRI SEKUPANG KAV 3;;;;;Kawasan Industri
724;21;71;NEPTUNE SUBSEA, PT;;;;;;Kawasan Industri
725;21;71;PIONEER OFFSHORE INDORAYA, PT;;;;;;Kawasan Industri
726;21;71;YUAN CHANG BATAM INDONESIA, PT;KAWASAN INDUSTRI BINTANG PARK II;;;;;Kawasan Industri
727;21;71;VISTA MARITIM INDONESIA, PT;KOMPLEK BINTANG INDUSTRIAL PARK II BLOK D NO.42;2171;[71] B A T A M;Kawasan Industri;Bintang Industrial Park;Kawasan Industri
728;21;71;ASUS SERVICE INDONESIA, PT;;;;;;Kawasan Industri
729;21;71;SPCO PIPE LINE SERVICES, PT;;;;;;Kawasan Industri
730;21;71;FARAS SHIPBUILDING, PT;;;;;;Kawasan Industri
731;21;71;TOKO WIRA UTAMA;;;;;;Kawasan Industri
732;21;71;ONG KIAN INDONESIA, PT;KAWASAN BINTANG INDUSTRI II LOT E/712;;;;;Kawasan Industri
733;21;71;GENLE, PT;;;;;;Kawasan Industri
734;21;71;RODAMAS MAKMUR MOTOR, PT;;;;;;Kawasan Industri
735;21;71;BIROTIKA SEMESTA (DHL EXPRESS), PT;;;;;;Kawasan Industri
736;21;71;CENDANA HAN WIJAYA, PT;;;;;;Kawasan Industri
737;21;71;DIAMOND TAILOR, PT;;;;;;Kawasan Industri
738;21;71;CV REZEKI BARU;KOMP UNION INDUSTRIAL PARK BLOK D NO 15;;;;;Kawasan Industri
739;21;71;HARMONI JAGAT JAYA INDO, PT;KAWASAN TUNAS 2 TYPE 1-E BATAM CENTRE;;;;;Kawasan Industri
740;21;71;SUMBER DATA FAVORIT;KAWASAN INDUSTRIAL TUNAS BIZPARK;;;;;Kawasan Industri
741;21;71;YINGMEIINTOBACCO INT PT;;;;;;Kawasan Industri
742;21;71;NINDA PRATAMA VRIESINDO, PT;KAWASAN INDUSTRI SEKUPANG;;;;;Kawasan Industri
743;21;71;SHYE CHANG BATAM INDONESIA, PT;JALAN BRIGJEN KATAMSO LOT C NOMOR 35-38;2171;[71] B A T A M;Kawasan Industri;Bintang Industrial Park;Kawasan Industri
744;21;71;OZ FASTENER, PT;;;;;;Kawasan Industri
745;21;71;FLEXTRONICS TECHNOLOGY INDONESIA, PT;JL.RAMBUTAN LOT515 BATAMINDO INDUSTRIAL PARK.RAMBUTAN LOTSIS;;;;;Kawasan Industri
746;21;71;PT MIDORI TECH GLOBAL;KEK NONGSA;2171;[71] B A T A M;Kawasan Ekonomi Khusus;Nongsa;Kawasan Ekonomi Khusus
747;31;72;TRI KARYA MANDIRI;JL PEMUDA BARAT1 NO.67A RT2 RW14 KRANJI BEKASI BARST;;;;;Kawasan Industri
748;31;72;HA EON INDAH JAYA;JL.RAWA SUMUR TIMUR BLOK K1, KAWASAN INDUSTRI PULO GADUNG;3172;[72] JAKARTA TIMUR;Kawasan Industri;Kawasan Industri Pulogadung;Kawasan Industri
749;31;72;LATIVI MEDIA KARYA (TV ONE);JL RAWA TERATE II NO.2;3172;[72] JAKARTA TIMUR;Kawasan Industri;Kawasan Industri Pulogadung;Kawasan Industri
750;31;72;MITRA CIPTA MAKMUR;;;;;;Kawasan Industri
751;31;72;DIAMETRAL INVOLUTE;JL PULO GADUNG NO 24;;;;;Kawasan Industri
752;31;72;SUPITRA;JL. PULOKAMBING NO.26 KIP;3172;[72] JAKARTA TIMUR;Kawasan Industri;Kawasan Industri Pulogadung;Kawasan Industri
753;31;72;TEMPO NAGADI;JLN PULO KAMBING RAYA KAV II E NO 5B;;;;;Kawasan Industri
754;31;72;AGRO NUSA ABADI;KAWASAN INDUSTRI PULOGADUNG JL PULO AYANG RAYA;;;;;Kawasan Industri
755;31;72;MEGA DAYA;JL PULO KAMBING NO.32;3172;[72] JAKARTA TIMUR;Kawasan Industri;Kawasan Industri Pulogadung;Kawasan Industri
756;31;72;SAPTAGUNA ADINUSA;JL RAWA GELAM V KAV OR 3B;3172;[72] JAKARTA TIMUR;Kawasan Industri;Kawasan Industri Pulogadung;Kawasan Industri
757;31;72;ARCELINDO LESTARI;JLN PULO BUARAN II BPSP BLOK B NO 7;;;;;Kawasan Industri
758;31;72;CNC DESAIN NUSANTARA;JL PULOBUARAN V NO 8B;3172;[72] JAKARTA TIMUR;Kawasan Industri;Kawasan Industri Pulogadung;Kawasan Industri
759;31;72;KINTETSU LOGISTIK INDONESIA;JL KAWASAN INDUSTRI PULO GADUNG RT 7 RW 13;3172;[72] JAKARTA TIMUR;Kawasan Industri;Kawasan Industri Pulogadung;Kawasan Industri
760;31;72;SINARMAS DISTRIBUSI NUSANTARA;JL. RAWAGIRANG NO.3;3172;[72] JAKARTA TIMUR;Kawasan Industri;Kawasan Industri Pulogadung;Kawasan Industri
761;31;72;IKAPHARMINDO PUTRAMAS;JL. PULOGADUNG - KIP;3172;[72] JAKARTA TIMUR;Kawasan Industri;Kawasan Industri Pulogadung;Kawasan Industri
762;31;72;MAHAKAM BETA FARMA;;;;;;Kawasan Industri
763;31;72;PALOMA HARDWARE;KAWASAN INDUSTRI PULOGADUNG;;;;;Kawasan Industri
764;31;72;KASIGMA SOLUSI INDUSTRI;;;;;;Kawasan Industri
765;31;72;PT. JAKARTA INDUSTRIAL ESTATE PULOGADUNG (#60);KOMPLEK MANAJEMEN JALAN PULOKAMBING NO.1 KAWASAN INDUSTRI PULOGADUNG, KELURAHAN JATINEGARA, KECAMATAN CAKUNG, KOTA ADMINISTRASI JAKARTA TIMUR, PROVINSI DKI JAKARTA, KODE POS : 13920;3172;[72] JAKARTA TIMUR;Kawasan Industri;Kawasan Industri Pulogadung;Kawasan Industri
766;31;72;INDRIA;;;;;;Kawasan Industri
767;31;72;SUGIYAMA ADI JAYA;SUIK RAWAGELAM V BLOK D-4&5 KIP;3172;[72] JAKARTA TIMUR;Kawasan Industri;Kawasan Industri Pulogadung;Kawasan Industri
768;31;72;BINA SAN PRIMA;JL. RAWA GELAM IV/7BLOK K12;;;;;Kawasan Industri
769;31;72;HANSOL PLEATS;JL PULOBUARAN 3 BLOK U2 9 KWS. INDUSTRI;;;;;Kawasan Industri
770;31;72;BANK RAKYAT INDONESIA (PERSERO) TBK;JALAN RAWA TERATE III NO.1;3172;[72] JAKARTA TIMUR;Kawasan Industri;Kawasan Industri Pulogadung;Kawasan Industri
771;31;72;NOJORONO TOBACCO INTERNATIONAL;;;;;;Kawasan Industri
772;31;72;RAFA TOPAZ UTAMA;;;;;;Kawasan Industri
773;31;72;BALINA AGUNG PERKASA;JL RAWABALI I NO 1 RAWATERATE;3172;[72] JAKARTA TIMUR;Kawasan Industri;Kawasan Industri Pulogadung;Kawasan Industri
774;31;72;YOLITA PLASINDOPRATAMA;;;;;;Kawasan Industri
775;31;72;DIC ASTRA CHEMICALZ;JL.PULOBUARAN RAYA BLOK III DD 5-10 KIP;3172;[72] JAKARTA TIMUR;Kawasan Industri;Kawasan Industri Pulogadung;Kawasan Industri
776;31;72;KIMIA TIRTA UTAMA, PT;KAWASAN INDUSTRI PULOGADUNG JL PULO AYANG RAYA;;;;;Kawasan Industri
777;31;72;CIPTA NIAGA SEMESTA NO 14-15;JALAN RAWA BULAK II;3172;[72] JAKARTA TIMUR;Kawasan Industri;Kawasan Industri Pulogadung;Kawasan Industri
778;31;72;SUKSES TANI NUSA SUBUR;KAWASAN INDUSTRI PULOGADUNG JL PULO AYANG RAYA;3172;[72] JAKARTA TIMUR;Kawasan Industri;Kawasan Industri Pulogadung;Kawasan Industri
779;31;72;TORISHIMA GUNA INDONESIA;JL.RAWA SUMUR TIMUR NO.1;3172;[72] JAKARTA TIMUR;Kawasan Industri;Kawasan Industri Pulogadung;Kawasan Industri
780;31;72;BUMI KAYA STEEL INDUSTRIES;JL LAMPIRI JAYA NO.2 PULOGADUNG;3172;[72] JAKARTA TIMUR;Kawasan Industri;Kawasan Industri Pulogadung;Kawasan Industri
781;31;72;BIMA PALMA NUGRAHA;KAWASAN INDUSTRI PULOGADUNG JL RAWA GELAM VGEDUNG SAPTA MULIA CENTER;;;;;Kawasan Industri
782;31;72;AKASHA WIRA INTERNATIONAL;JL PULO LETUT KAVLING E.S.A;;;;;Kawasan Industri
783;31;72;ESLAR UTAMA;JLN. RAWA GELAM II BLOK M NO. 6 CAKUNG;;;;;Kawasan Industri
784;31;72;SHINTO LANCE INDONESIA;;;;;;Kawasan Industri
785;31;72;DAI NIPPON PRINTING;JL.PULOGADUNG RAYA NO.16-18 KAV.II. - KIP;3172;[72] JAKARTA TIMUR;Kawasan Industri;Kawasan Industri Pulogadung;Kawasan Industri
786;31;72;GLORA INDUSTRI NUSANTARA;JALAN RAWAGATEL BLOK III R3 KAWASAN INDUSTRI PULO GADUNG;3172;[72] JAKARTA TIMUR;Kawasan Industri;Kawasan Industri Pulogadung;Kawasan Industri
787;31;72;NP FOODS INDONESIA;;;;;;Kawasan Industri
788;31;72;SOHO INDUSTRI PHARMASI;JL PULOGADUNG NO.6 KAWASAN INDUSTRI PULOGADUNG;3172;[72] JAKARTA TIMUR;Kawasan Industri;Kawasan Industri Pulogadung;Kawasan Industri
789;31;72;FAJAR ABADI MASINDO;JL. RAWAGATEL NO. 18 KAV.R.10,11;;;;;Kawasan Industri
790;31;72;TIRA ANDALAN STEEL;JL. PULO AYANG KAV. R-1 KAWASAN INDUSTRI PULOGADUNG;3172;[72] JAKARTA TIMUR;Kawasan Industri;Kawasan Industri Pulogadung;Kawasan Industri
791;31;72;THE MASTER STEEL MANUFACTORY;JL. PULO LENTUT NO. 3 , KAWASAN INDUSTRI PULOGADUNG;;;;;Kawasan Industri
792;31;72;NAGA CORIGO KENCANA;JL RAWA TERATE NO 3;3172;[72] JAKARTA TIMUR;Kawasan Industri;Kawasan Industri Pulogadung;Kawasan Industri
793;31;72;TOTAL BUMI SWARA;JL.PULOGADUNG NO.34 KAWASAN INDUSTRI PULOGADUHG CAKUNG;3172;[72] JAKARTA TIMUR;Kawasan Industri;Kawasan Industri Pulogadung;Kawasan Industri
794;31;72;PAKUBUMI SEMESTA;JLN. PULO KAMBING RAYA NO.34-36 JAKARTA TIMUR;3172;[72] JAKARTA TIMUR;Kawasan Industri;Kawasan Industri Pulogadung;Kawasan Industri
795;31;72;ALADDIN INDONESIA;KAWASAN INDUSTRI PULOGADUNG, JALAN PULOGADUNG;;;;;Kawasan Industri
796;31;72;KIRANA ELOK;;;;;;Kawasan Industri
797;31;72;ROYAL SUTAN AGUNG;JL RAWA GELAM IV;3172;[72] JAKARTA TIMUR;Kawasan Industri;Kawasan Industri Pulogadung;Kawasan Industri
798;31;72;TIGA JAYA;JL PULOGADUNG NO 10/03 RAWA TERATE KAWASAN INDUSTRI;3172;[72] JAKARTA TIMUR;Kawasan Industri;Kawasan Industri Pulogadung;Kawasan Industri
799;31;72;SINAR MEADOW INTERNATIONALINDONESIA;KAWASAN INDUSTRI PULOGADUNG JL PULO AYANG I;3172;[72] JAKARTA TIMUR;Kawasan Industri;Kawasan Industri Pulogadung;Kawasan Industri
800;31;72;MUARA TEWEH SPRING;;;;;;Kawasan Industri
801;31;72;GETEKA FOUNINDO;JL. PULO AYANG NO.AA2 - KIP;3172;[72] JAKARTA TIMUR;Kawasan Industri;Kawasan Industri Pulogadung;Kawasan Industri
802;31;72;MULTI MAYAKA;JL RAWA GELAM 2;3172;[72] JAKARTA TIMUR;Kawasan Industri;Kawasan Industri Pulogadung;Kawasan Industri
803;31;72;KEMANG FOOD INDUSTRIES;JL PULO KAMBING NO11 KIP;3172;[72] JAKARTA TIMUR;Kawasan Industri;Kawasan Industri Pulogadung;Kawasan Industri
804;31;72;AALBORG INDUSTRIES;JL. RW. SUMUR III NO.7 BLOK 3. CC 6- 2;;;;;Kawasan Industri
805;31;72;ANDHIKA PUTRA KENCANA;JL RAWA GELAM V BLOK B9-10 SUIK;;;;;Kawasan Industri
806;31;72;GRAFIKA MULTI WARNA;JL. RAWAGELAM II NO. 4,RW.9, KAWASAN INDUSTRI PULO GADUNG;;;;;Kawasan Industri
807;31;72;PT MULTI GUNA GAS;KAWASAN INDUSTRI PULOGADUNG, JL PULOKAMBING RAYA KAV N/13. KEL JATINEGERA. KEC CAKUNG. JAKARTA TIMUR;;;;;Kawasan Industri
808;31;72;FNB INDONESIA;JL.PULOBUARAN IV TIPE C BLOK I NO. 1&2 KAWASAN INDUSTRI PULO GADUNG, JAKARTA TIMUR;;;;;Kawasan Industri
809;31;72;EASTON KALERIS INDONESIA;JL. RW. SUMUR III NO.2 & 8, RW.9, JATINEGARA, KEC. CAKUNG, KOTA JAKARTA TIMUR, DAERAH KHUSUS IBUKOTA JAKARTA 13930;3172;[72] JAKARTA TIMUR;Kawasan Industri;Kawasan Industri Pulogadung;Kawasan Industri
810;31;72;EKAMANT INDONESIA;JL. PULOBUARAN III BLOK V NO.4. KAWASAN INDUSTRI PULOGADUNG, JAKARTA TIMUR;3172;[72] JAKARTA TIMUR;Kawasan Industri;Kawasan Industri Pulogadung;Kawasan Industri
811;31;72;GUNUNG SEJAHTERA IBU PERTIWI;KAWASAN INDUSTRI PULOGADUNG JL PULO AYANG RAYA;3172;[72] JAKARTA TIMUR;Kawasan Industri;Kawasan Industri Pulogadung;Kawasan Industri
812;31;72;NIRMALA AGROLESTARI;KAWASAN INDUSTRI PULOGADUNG JL PULO AYANG RAYA;3172;[72] JAKARTA TIMUR;Kawasan Industri;Kawasan Industri Pulogadung;Kawasan Industri
813;31;72;KARYA TANAH SUBUR;KAWASAN INDUSTRI PULOGADUNG JL PULO AYANG RAYA;;;;;Kawasan Industri
814;31;72;EXPANDA METAL MEGAH;PULO KAMBING BLOK Z NO. 2;;;;;Kawasan Industri
815;31;72;TRIPOWER GENERATION INDONESIA;JL.PULOGADUNG NO.21 KP RAWA TERATUR CAKUNG;3172;[72] JAKARTA TIMUR;Kawasan Industri;Kawasan Industri Pulogadung;Kawasan Industri
816;31;72;ANDINI SARANA;;;;;;Kawasan Industri
817;31;72;KURNIA ELOK, PT;KAWASAN INDUSTRI PULOGADUNG JL PULO KAMBING RAYA;3172;[72] JAKARTA TIMUR;Kawasan Industri;Kawasan Industri Pulogadung;Kawasan Industri
818;31;72;PANTJA ARTHA NIAGA;JL.PULO SIDIK R.KAV. NO 29 A;3172;[72] JAKARTA TIMUR;Kawasan Industri;Kawasan Industri Pulogadung;Kawasan Industri
819;31;72;SARANA SEJAHTERA;JL RAWA GELAM V BLOK SUIK A7-8;3172;[72] JAKARTA TIMUR;Kawasan Industri;Kawasan Industri Pulogadung;Kawasan Industri
820;31;72;CARAKA INTI PERKASA;JL. RAWA GELAM 5 SIUK BLOK C NO. 5-6;;;;;Kawasan Industri
821;31;72;MAJU JAYA MULYA;PL BUARAN 4 BLOK 1 NO 6;3172;[72] JAKARTA TIMUR;Kawasan Industri;Kawasan Industri Pulogadung;Kawasan Industri
822;31;72;MAKINDO PERDANA;JL RAYA PULO GADUNG RAYA BLOK 2 C KAV NO 27;3172;[72] JAKARTA TIMUR;Kawasan Industri;Kawasan Industri Pulogadung;Kawasan Industri
823;31;72;HONDA POWER PRODUCTS PRODUCTION;JALAN RAWA GELAM IV, KAWASAN INDUSTRI PULOGADUNG;;;;;Kawasan Industri
824;31;72;FOSECO INDONESIA;;;;;;Kawasan Industri
825;31;72;BETA GASINDO AGUNG;;;;;;Kawasan Industri
826;31;72;RAZZA LARAS INTERNATIONAL;GEDUNG GRAHA ANTARI, JL. PULOKAMBING NO.16 KIP, RT.1/RW.11, KEL. JATINEGARA, KEC. CAKUNG, KOTA JAKARTA TIMUR DAERAH KHUSUS IBUKOTA JAKARTA 13930;;;;;Kawasan Industri
827;31;72;TOTAL CHEMINDO LOKA;JL.PULO AYANG II BLOK S NO 27 KAWASAN INDUSTRI PULOGADUNG;3172;[72] JAKARTA TIMUR;Kawasan Industri;Kawasan Industri Pulogadung;Kawasan Industri
828;31;72;FEDERAL SUPERIOR CHAIN MANUFACTURING;JL. PULOGADUNG NO.30 JATINEGARA KEC CAKUNG JAKARTA TIMUR;;;;;Kawasan Industri
829;31;72;ELOI COCO INDUSTRIES;;;;;;Kawasan Industri
830;31;72;JAVA BOOKS INDONESIA;;;;;;Kawasan Industri
831;31;72;NID PRATAMA KARYA;;;;;;Kawasan Industri
832;31;72;ANUGERAH IDEALESTARI;;;;;;Kawasan Industri
833;31;72;SC JOHNSON AND SON INDONESIA;JL. PULO LENTUR NO. 16, INDUSTRIAL ESTATE PULOGADUNG;;;;;Kawasan Industri
834;31;72;TORSINA REDIKON;;;;;;Kawasan Industri
835;31;72;PULOGADUNG STEEL;JL PULO LETUT NO 3;;;;;Kawasan Industri
836;31;72;CATURADITYA SENTOSA;KIP, JL RAWA SUMUR II BLOK BB NO. 7 RT 05/09;;;;;Kawasan Industri
837;31;72;PARIT PADANG GLOBAL;JL.RAWA SUMUR II KAV.BB NO.3 KAWASAN INDUSTRI PULOGADUNG;3172;[72] JAKARTA TIMUR;Kawasan Industri;Kawasan Industri Pulogadung;Kawasan Industri
838;31;72;NATIONAL ASSEMBLERS;JLN RAYA BEKASI KM 18;;;;;Kawasan Industri
839;31;72;NICHOLAS LABORATORIES INDONESIA;JL PULOBUARAN RAYA RT 8 RW 13 BLOK 3 FF 12A;3172;[72] JAKARTA TIMUR;Kawasan Industri;Kawasan Industri Pulogadung;Kawasan Industri
